,Name,Week_1_Touches,Week_2_Touches,Week_3_Touches,Week_4_Touches,Week_5_Touches,Week_6_Touches,Week_7_Touches,Week_8_Touches,Week_9_Touches,Week_10_Touches,Week_11_Touches,Week_12_Touches,Week_13_Touches,Week_14_Touches,Week_15_Touches,Week_16_Touches,Week_17_Touches,TOTAL_TOUCHES,AVG_TOUCHES,TOTAL_TOUCHDOWNS,Week_1_Receptions,Week_2_Receptions,Week_3_Receptions,Week_4_Receptions,Week_5_Receptions,Week_6_Receptions,Week_7_Receptions,Week_8_Receptions,Week_9_Receptions,Week_10_Receptions,Week_11_Receptions,Week_12_Receptions,Week_13_Receptions,Week_14_Receptions,Week_15_Receptions,Week_16_Receptions,Week_17_Receptions,TOTAL_RECEPTIONS,AVG_RECEPTIONS,RECEIVING_TOUCHDOWNS,Week_1_Carries,Week_2_Carries,Week_3_Carries,Week_4_Carries,Week_5_Carries,Week_6_Carries,Week_7_Carries,Week_8_Carries,Week_9_Carries,Week_10_Carries,Week_11_Carries,Week_12_Carries,Week_13_Carries,Week_14_Carries,Week_15_Carries,Week_16_Carries,Week_17_Carries,TOTAL_CARRIES,AVG_CARRIES,RUSHING_TOUCHDOWNS,CARRIES_PCT,Week_1_Snaps,Week_2_Snaps,Week_3_Snaps,Week_4_Snaps,Week_5_Snaps,Week_6_Snaps,Week_7_Snaps,Week_8_Snaps,Week_9_Snaps,Week_10_Snaps,Week_11_Snaps,Week_12_Snaps,Week_13_Snaps,Week_14_Snaps,Week_15_Snaps,Week_16_Snaps,Week_17_Snaps,TOTAL_SNAPS,AVG_SNAPS,SNAP_PCT,Week_1_Targets,Week_2_Targets,Week_3_Targets,Week_4_Targets,Week_5_Targets,Week_6_Targets,Week_7_Targets,Week_8_Targets,Week_9_Targets,Week_10_Targets,Week_11_Targets,Week_12_Targets,Week_13_Targets,Week_14_Targets,Week_15_Targets,Week_16_Targets,Week_17_Targets,TOTAL_TARGETS,AVG_TARGETS,TARGET_PCT,CATCH_PCT,Week_1_RZ_Carries,Week_2_RZ_Carries,Week_3_RZ_Carries,Week_4_RZ_Carries,Week_5_RZ_Carries,Week_6_RZ_Carries,Week_7_RZ_Carries,Week_8_RZ_Carries,Week_9_RZ_Carries,Week_10_RZ_Carries,Week_11_RZ_Carries,Week_12_RZ_Carries,Week_13_RZ_Carries,Week_14_RZ_Carries,Week_15_RZ_Carries,Week_16_RZ_Carries,Week_17_RZ_Carries,TOTAL_RZ_CARRIES,AVG_RZ_CARRIES,Week_1_RZ_Touches,Week_2_RZ_Touches,Week_3_RZ_Touches,Week_4_RZ_Touches,Week_5_RZ_Touches,Week_6_RZ_Touches,Week_7_RZ_Touches,Week_8_RZ_Touches,Week_9_RZ_Touches,Week_10_RZ_Touches,Week_11_RZ_Touches,Week_12_RZ_Touches,Week_13_RZ_Touches,Week_14_RZ_Touches,Week_15_RZ_Touches,Week_16_RZ_Touches,Week_17_RZ_Touches,TOTAL_RZ_TOUCHES,AVG_RZ_TOUCHES,Week_1_RZ_Targets,Week_2_RZ_Targets,Week_3_RZ_Targets,Week_4_RZ_Targets,Week_5_RZ_Targets,Week_6_RZ_Targets,Week_7_RZ_Targets,Week_8_RZ_Targets,Week_9_RZ_Targets,Week_10_RZ_Targets,Week_11_RZ_Targets,Week_12_RZ_Targets,Week_13_RZ_Targets,Week_14_RZ_Targets,Week_15_RZ_Targets,Week_16_RZ_Targets,Week_17_RZ_Targets,TOTAL_RZ_TARGETS,AVG_RZ_TARGETS,Week_1_RZ_Receptions,Week_2_RZ_Receptions,Week_3_RZ_Receptions,Week_4_RZ_Receptions,Week_5_RZ_Receptions,Week_6_RZ_Receptions,Week_7_RZ_Receptions,Week_8_RZ_Receptions,Week_9_RZ_Receptions,Week_10_RZ_Receptions,Week_11_RZ_Receptions,Week_12_RZ_Receptions,Week_13_RZ_Receptions,Week_14_RZ_Receptions,Week_15_RZ_Receptions,Week_16_RZ_Receptions,Week_17_RZ_Receptions,TOTAL_RZ_RECEPTIONS,AVG_RZ_RECEPTIONS
58,Nyheim Hines,15.0,2.0,11.0,4.0,4.0,5.0,9.0,5.0,10.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,77.0,6.4,2.0,6.0,1.0,5.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,2.4,2.0,9.0,1.0,6.0,2.0,4.0,4.0,8.0,1.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,2.0,16.49,34.0,25.0,34.0,22.0,26.0,11.0,19.0,25.0,28.0,18.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,280.0,23.0,34.8,8.0,2.0,6.0,2.0,1.0,2.0,3.0,5.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,43.0,3.6,10.7,67.4,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
59,Sony Michel,1.0,10.0,23.0,3.0,12.0,9.0,2.0,11.0,9.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,8.2,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,10.0,20.0,3.0,11.0,9.0,2.0,9.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,79.0,7.2,1.0,34.8,3.0,16.0,48.0,7.0,23.0,12.0,8.0,20.0,31.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,194.0,17.0,27.6,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.2,3.2,84.6,0.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.5,0.0,1.0,2.0,1.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
60,Samaje Perine,6.0,0.0,2.0,4.0,15.0,0.0,12.0,2.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,5.7,2.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,2.0,5.0,0.0,1.0,3.0,11.0,0.0,11.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,4.1,1.0,15.53,15.0,3.0,10.0,16.0,41.0,0.0,30.0,14.0,25.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,175.0,17.0,24.9,1.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.9,5.5,84.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4
61,Wayne Gallman,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,4.7,0.0,12.39,0.0,0.0,0.0,10.0,3.0,0.0,3.0,0.0,0.0,23.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,46.0,7.0,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.8,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Anthony McFarland Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Joshua Kelley,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,0.0,5.61,0.0,0.0,0.0,0.0,26.0,18.0,0.0,0.0,17.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,85.0,17.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,0.9,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Jeff Wilson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,10.3,0.0,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,72.0,24.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.9,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Khari Blasingame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,0.9,9.0,6.0,0.0,3.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Kenneth Gainwell,11.0,8.0,4.0,9.0,3.0,1.0,9.0,13.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,4.0,2.0,2.0,3.0,6.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,2.1,4.0,9.0,6.0,1.0,3.0,2.0,0.0,5.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.9,3.0,17.7,25.0,19.0,18.0,29.0,16.0,12.0,35.0,20.0,11.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,216.0,19.0,27.7,3.0,3.0,4.0,8.0,3.0,2.0,8.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,3.3,10.2,63.9,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,2.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.4,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5
67,Benny Snell Jr.,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.4,0.0,6.67,0.0,3.0,4.0,8.0,13.0,0.0,0.0,2.0,6.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,7.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Chuba Hubbard,2.0,8.0,14.0,15.0,29.0,17.0,16.0,25.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,141.0,11.8,3.0,2.0,0.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.6,3.0,0.0,8.0,11.0,13.0,24.0,16.0,12.0,24.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,122.0,10.2,3.0,49.0,7.0,19.0,40.0,33.0,46.0,48.0,34.0,41.0,10.0,16.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,306.0,25.0,38.0,2.0,1.0,5.0,2.0,6.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,2.4,7.0,65.5,0.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.3,0.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Godwin Igwebuike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,1.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.3,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Jaret Patterson,2.0,0.0,0.0,3.0,4.0,2.0,0.0,11.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,11.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,2.9,0.0,12.17,4.0,0.0,0.0,5.0,5.0,2.0,1.0,16.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,7.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.2,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Kene Nwangwu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Ty'Son Williams,12.0,15.0,5.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,4.8,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,9.0,13.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,3.8,1.0,15.67,35.0,37.0,29.0,0.0,14.0,0.0,21.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,156.0,17.0,19.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.3,3.1,75.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2
73,Alvin Kamara,23.0,12.0,27.0,26.0,21.0,0.0,30.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,22.2,7.0,3.0,4.0,3.0,0.0,5.0,0.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,7.0,20.0,8.0,24.0,26.0,16.0,0.0,20.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,18.2,3.0,44.92,45.0,37.0,52.0,59.0,49.0,0.0,61.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,50.0,57.4,4.0,6.0,4.0,0.0,8.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,5.5,12.8,72.7,5.0,2.0,3.0,3.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.9,7.0,2.0,4.0,3.0,2.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.6,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8
